class_name,source_folder,original_filename,original_path,augmentation_type,output_filename,output_path,parameters_json,original_height,original_width,output_height,output_width
google,google_docs_pdfs_png,Dead_Sea.png,google_docs_pdfs_png/Dead_Sea.png,dpi_downsampling,Dead_Sea__dpi_downsampling.png,augmented_images/google/dpi_downsampling/Dead_Sea__dpi_downsampling.png,"{""original_dpi"": 300, ""target_dpi"": 72, ""scale_factor"": 0.24, ""intermediate_size"": [55, 55]}",231,229,231,229
google,google_docs_pdfs_png,Dead_Sea.png,google_docs_pdfs_png/Dead_Sea.png,random_crop,Dead_Sea__random_crop.png,augmented_images/google/random_crop/Dead_Sea__random_crop.png,"{""top_crop_pct"": 0.0155, ""bottom_crop_pct"": 0.0252, ""left_crop_pct"": 0.0134, ""right_crop_pct"": 0.0253, ""cropped_size"": [221, 220]}",231,229,231,229
google,google_docs_pdfs_png,Dead_Sea.png,google_docs_pdfs_png/Dead_Sea.png,bit_depth_reduction,Dead_Sea__bit_depth_reduction.png,augmented_images/google/bit_depth_reduction/Dead_Sea__bit_depth_reduction.png,"{""bit_depth_original"": 8, ""bit_depth_reduced"": 4, ""levels"": 16}",231,229,231,229
google,google_docs_pdfs_png,Deforestation.png,google_docs_pdfs_png/Deforestation.png,gaussian_noise,Deforestation__gaussian_noise.png,augmented_images/google/gaussian_noise/Deforestation__gaussian_noise.png,"{""sigma"": 12.3437}",222,220,222,220
google,google_docs_pdfs_png,Deforestation.png,google_docs_pdfs_png/Deforestation.png,jpeg_compression,Deforestation__jpeg_compression.png,augmented_images/google/jpeg_compression/Deforestation__jpeg_compression.png,"{""jpeg_quality"": 68}",222,220,222,220
google,google_docs_pdfs_png,Deforestation.png,google_docs_pdfs_png/Deforestation.png,dpi_downsampling,Deforestation__dpi_downsampling.png,augmented_images/google/dpi_downsampling/Deforestation__dpi_downsampling.png,"{""original_dpi"": 300, ""target_dpi"": 150, ""scale_factor"": 0.5, ""intermediate_size"": [111, 110]}",222,220,222,220
google,google_docs_pdfs_png,Deforestation.png,google_docs_pdfs_png/Deforestation.png,random_crop,Deforestation__random_crop.png,augmented_images/google/random_crop/Deforestation__random_crop.png,"{""top_crop_pct"": 0.0126, ""bottom_crop_pct"": 0.0187, ""left_crop_pct"": 0.0186, ""right_crop_pct"": 0.0186, ""cropped_size"": [215, 212]}",222,220,222,220
google,google_docs_pdfs_png,Deforestation.png,google_docs_pdfs_png/Deforestation.png,bit_depth_reduction,Deforestation__bit_depth_reduction.png,augmented_images/google/bit_depth_reduction/Deforestation__bit_depth_reduction.png,"{""bit_depth_original"": 8, ""bit_depth_reduced"": 4, ""levels"": 16}",222,220,222,220
google,google_docs_pdfs_png,Democracy.png,google_docs_pdfs_png/Democracy.png,gaussian_noise,Democracy__gaussian_noise.png,augmented_images/google/gaussian_noise/Democracy__gaussian_noise.png,"{""sigma"": 12.161}",236,234,236,234
google,google_docs_pdfs_png,Democracy.png,google_docs_pdfs_png/Democracy.png,jpeg_compression,Democracy__jpeg_compression.png,augmented_images/google/jpeg_compression/Democracy__jpeg_compression.png,"{""jpeg_quality"": 20}",236,234,236,234
google,google_docs_pdfs_png,Democracy.png,google_docs_pdfs_png/Democracy.png,dpi_downsampling,Democracy__dpi_downsampling.png,augmented_images/google/dpi_downsampling/Democracy__dpi_downsampling.png,"{""original_dpi"": 300, ""target_dpi"": 150, ""scale_factor"": 0.5, ""intermediate_size"": [118, 117]}",236,234,236,234
google,google_docs_pdfs_png,Democracy.png,google_docs_pdfs_png/Democracy.png,random_crop,Democracy__random_crop.png,augmented_images/google/random_crop/Democracy__random_crop.png,"{""top_crop_pct"": 0.0207, ""bottom_crop_pct"": 0.0246, ""left_crop_pct"": 0.029, ""right_crop_pct"": 0.0278, ""cropped_size"": [225, 220]}",236,234,236,234
google,google_docs_pdfs_png,Democracy.png,google_docs_pdfs_png/Democracy.png,bit_depth_reduction,Democracy__bit_depth_reduction.png,augmented_images/google/bit_depth_reduction/Democracy__bit_depth_reduction.png,"{""bit_depth_original"": 8, ""bit_depth_reduced"": 4, ""levels"": 16}",236,234,236,234
google,google_docs_pdfs_png,Denali.png,google_docs_pdfs_png/Denali.png,gaussian_noise,Denali__gaussian_noise.png,augmented_images/google/gaussian_noise/Denali__gaussian_noise.png,"{""sigma"": 16.3527}",218,216,218,216
google,google_docs_pdfs_png,Denali.png,google_docs_pdfs_png/Denali.png,jpeg_compression,Denali__jpeg_compression.png,augmented_images/google/jpeg_compression/Denali__jpeg_compression.png,"{""jpeg_quality"": 53}",218,216,218,216
google,google_docs_pdfs_png,Denali.png,google_docs_pdfs_png/Denali.png,dpi_downsampling,Denali__dpi_downsampling.png,augmented_images/google/dpi_downsampling/Denali__dpi_downsampling.png,"{""original_dpi"": 300, ""target_dpi"": 150, ""scale_factor"": 0.5, ""intermediate_size"": [109, 108]}",218,216,218,216
google,google_docs_pdfs_png,Denali.png,google_docs_pdfs_png/Denali.png,random_crop,Denali__random_crop.png,augmented_images/google/random_crop/Denali__random_crop.png,"{""top_crop_pct"": 0.0104, ""bottom_crop_pct"": 0.0101, ""left_crop_pct"": 0.0247, ""right_crop_pct"": 0.0145, ""cropped_size"": [214, 208]}",218,216,218,216
google,google_docs_pdfs_png,Denali.png,google_docs_pdfs_png/Denali.png,bit_depth_reduction,Denali__bit_depth_reduction.png,augmented_images/google/bit_depth_reduction/Denali__bit_depth_reduction.png,"{""bit_depth_original"": 8, ""bit_depth_reduced"": 4, ""levels"": 16}",218,216,218,216
google,google_docs_pdfs_png,Depression.png,google_docs_pdfs_png/Depression.png,gaussian_noise,Depression__gaussian_noise.png,augmented_images/google/gaussian_noise/Depression__gaussian_noise.png,"{""sigma"": 18.1548}",107,105,107,105
google,google_docs_pdfs_png,Depression.png,google_docs_pdfs_png/Depression.png,jpeg_compression,Depression__jpeg_compression.png,augmented_images/google/jpeg_compression/Depression__jpeg_compression.png,"{""jpeg_quality"": 39}",107,105,107,105
google,google_docs_pdfs_png,Depression.png,google_docs_pdfs_png/Depression.png,dpi_downsampling,Depression__dpi_downsampling.png,augmented_images/google/dpi_downsampling/Depression__dpi_downsampling.png,"{""original_dpi"": 300, ""target_dpi"": 150, ""scale_factor"": 0.5, ""intermediate_size"": [54, 52]}",107,105,107,105
google,google_docs_pdfs_png,Depression.png,google_docs_pdfs_png/Depression.png,random_crop,Depression__random_crop.png,augmented_images/google/random_crop/Depression__random_crop.png,"{""top_crop_pct"": 0.0121, ""bottom_crop_pct"": 0.0201, ""left_crop_pct"": 0.0161, ""right_crop_pct"": 0.0113, ""cropped_size"": [104, 102]}",107,105,107,105
google,google_docs_pdfs_png,Depression.png,google_docs_pdfs_png/Depression.png,bit_depth_reduction,Depression__bit_depth_reduction.png,augmented_images/google/bit_depth_reduction/Depression__bit_depth_reduction.png,"{""bit_depth_original"": 8, ""bit_depth_reduced"": 4, ""levels"": 16}",107,105,107,105
google,google_docs_pdfs_png,Design.png,google_docs_pdfs_png/Design.png,gaussian_noise,Design__gaussian_noise.png,augmented_images/google/gaussian_noise/Design__gaussian_noise.png,"{""sigma"": 5.6858}",168,167,168,167
google,google_docs_pdfs_png,Design.png,google_docs_pdfs_png/Design.png,jpeg_compression,Design__jpeg_compression.png,augmented_images/google/jpeg_compression/Design__jpeg_compression.png,"{""jpeg_quality"": 80}",168,167,168,167
google,google_docs_pdfs_png,Design.png,google_docs_pdfs_png/Design.png,dpi_downsampling,Design__dpi_downsampling.png,augmented_images/google/dpi_downsampling/Design__dpi_downsampling.png,"{""original_dpi"": 300, ""target_dpi"": 72, ""scale_factor"": 0.24, ""intermediate_size"": [40, 40]}",168,167,168,167
google,google_docs_pdfs_png,Design.png,google_docs_pdfs_png/Design.png,random_crop,Design__random_crop.png,augmented_images/google/random_crop/Design__random_crop.png,"{""top_crop_pct"": 0.0191, ""bottom_crop_pct"": 0.0204, ""left_crop_pct"": 0.0205, ""right_crop_pct"": 0.0187, ""cropped_size"": [162, 161]}",168,167,168,167
google,google_docs_pdfs_png,Design.png,google_docs_pdfs_png/Design.png,bit_depth_reduction,Design__bit_depth_reduction.png,augmented_images/google/bit_depth_reduction/Design__bit_depth_reduction.png,"{""bit_depth_original"": 8, ""bit_depth_reduced"": 4, ""levels"": 16}",168,167,168,167
google,google_docs_pdfs_png,Diabetes.png,google_docs_pdfs_png/Diabetes.png,gaussian_noise,Diabetes__gaussian_noise.png,augmented_images/google/gaussian_noise/Diabetes__gaussian_noise.png,"{""sigma"": 15.3017}",220,218,220,218
google,google_docs_pdfs_png,Diabetes.png,google_docs_pdfs_png/Diabetes.png,jpeg_compression,Diabetes__jpeg_compression.png,augmented_images/google/jpeg_compression/Diabetes__jpeg_compression.png,"{""jpeg_quality"": 28}",220,218,220,218
google,google_docs_pdfs_png,Diabetes.png,google_docs_pdfs_png/Diabetes.png,dpi_downsampling,Diabetes__dpi_downsampling.png,augmented_images/google/dpi_downsampling/Diabetes__dpi_downsampling.png,"{""original_dpi"": 300, ""target_dpi"": 72, ""scale_factor"": 0.24, ""intermediate_size"": [53, 52]}",220,218,220,218
google,google_docs_pdfs_png,Diabetes.png,google_docs_pdfs_png/Diabetes.png,random_crop,Diabetes__random_crop.png,augmented_images/google/random_crop/Diabetes__random_crop.png,"{""top_crop_pct"": 0.0299, ""bottom_crop_pct"": 0.0198, ""left_crop_pct"": 0.025, ""right_crop_pct"": 0.0133, ""cropped_size"": [209, 210]}",220,218,220,218
google,google_docs_pdfs_png,Diabetes.png,google_docs_pdfs_png/Diabetes.png,bit_depth_reduction,Diabetes__bit_depth_reduction.png,augmented_images/google/bit_depth_reduction/Diabetes__bit_depth_reduction.png,"{""bit_depth_original"": 8, ""bit_depth_reduced"": 4, ""levels"": 16}",220,218,220,218
google,google_docs_pdfs_png,Dissolution_of_the_Soviet_Union.png,google_docs_pdfs_png/Dissolution_of_the_Soviet_Union.png,gaussian_noise,Dissolution_of_the_Soviet_Union__gaussian_noise.png,augmented_images/google/gaussian_noise/Dissolution_of_the_Soviet_Union__gaussian_noise.png,"{""sigma"": 18.6034}",241,240,241,240
google,google_docs_pdfs_png,Dissolution_of_the_Soviet_Union.png,google_docs_pdfs_png/Dissolution_of_the_Soviet_Union.png,jpeg_compression,Dissolution_of_the_Soviet_Union__jpeg_compression.png,augmented_images/google/jpeg_compression/Dissolution_of_the_Soviet_Union__jpeg_compression.png,"{""jpeg_quality"": 71}",241,240,241,240
google,google_docs_pdfs_png,Dissolution_of_the_Soviet_Union.png,google_docs_pdfs_png/Dissolution_of_the_Soviet_Union.png,dpi_downsampling,Dissolution_of_the_Soviet_Union__dpi_downsampling.png,augmented_images/google/dpi_downsampling/Dissolution_of_the_Soviet_Union__dpi_downsampling.png,"{""original_dpi"": 300, ""target_dpi"": 72, ""scale_factor"": 0.24, ""intermediate_size"": [58, 58]}",241,240,241,240
google,google_docs_pdfs_png,Dissolution_of_the_Soviet_Union.png,google_docs_pdfs_png/Dissolution_of_the_Soviet_Union.png,random_crop,Dissolution_of_the_Soviet_Union__random_crop.png,augmented_images/google/random_crop/Dissolution_of_the_Soviet_Union__random_crop.png,"{""top_crop_pct"": 0.0104, ""bottom_crop_pct"": 0.0145, ""left_crop_pct"": 0.0297, ""right_crop_pct"": 0.0142, ""cropped_size"": [235, 230]}",241,240,241,240
google,google_docs_pdfs_png,Dissolution_of_the_Soviet_Union.png,google_docs_pdfs_png/Dissolution_of_the_Soviet_Union.png,bit_depth_reduction,Dissolution_of_the_Soviet_Union__bit_depth_reduction.png,augmented_images/google/bit_depth_reduction/Dissolution_of_the_Soviet_Union__bit_depth_reduction.png,"{""bit_depth_original"": 8, ""bit_depth_reduced"": 4, ""levels"": 16}",241,240,241,240
google,google_docs_pdfs_png,Drama.png,google_docs_pdfs_png/Drama.png,gaussian_noise,Drama__gaussian_noise.png,augmented_images/google/gaussian_noise/Drama__gaussian_noise.png,"{""sigma"": 5.3287}",232,231,232,231
google,google_docs_pdfs_png,Drama.png,google_docs_pdfs_png/Drama.png,jpeg_compression,Drama__jpeg_compression.png,augmented_images/google/jpeg_compression/Drama__jpeg_compression.png,"{""jpeg_quality"": 52}",232,231,232,231
google,google_docs_pdfs_png,Drama.png,google_docs_pdfs_png/Drama.png,dpi_downsampling,Drama__dpi_downsampling.png,augmented_images/google/dpi_downsampling/Drama__dpi_downsampling.png,"{""original_dpi"": 300, ""target_dpi"": 150, ""scale_factor"": 0.5, ""intermediate_size"": [116, 116]}",232,231,232,231
google,google_docs_pdfs_png,Drama.png,google_docs_pdfs_png/Drama.png,random_crop,Drama__random_crop.png,augmented_images/google/random_crop/Drama__random_crop.png,"{""top_crop_pct"": 0.0125, ""bottom_crop_pct"": 0.0242, ""left_crop_pct"": 0.0258, ""right_crop_pct"": 0.0175, ""cropped_size"": [223, 221]}",232,231,232,231
google,google_docs_pdfs_png,Drama.png,google_docs_pdfs_png/Drama.png,bit_depth_reduction,Drama__bit_depth_reduction.png,augmented_images/google/bit_depth_reduction/Drama__bit_depth_reduction.png,"{""bit_depth_original"": 8, ""bit_depth_reduced"": 4, ""levels"": 16}",232,231,232,231
google,google_docs_pdfs_png,Earth.png,google_docs_pdfs_png/Earth.png,gaussian_noise,Earth__gaussian_noise.png,augmented_images/google/gaussian_noise/Earth__gaussian_noise.png,"{""sigma"": 14.6048}",234,233,234,233
google,google_docs_pdfs_png,Earth.png,google_docs_pdfs_png/Earth.png,jpeg_compression,Earth__jpeg_compression.png,augmented_images/google/jpeg_compression/Earth__jpeg_compression.png,"{""jpeg_quality"": 69}",234,233,234,233
google,google_docs_pdfs_png,Earth.png,google_docs_pdfs_png/Earth.png,dpi_downsampling,Earth__dpi_downsampling.png,augmented_images/google/dpi_downsampling/Earth__dpi_downsampling.png,"{""original_dpi"": 300, ""target_dpi"": 150, ""scale_factor"": 0.5, ""intermediate_size"": [117, 116]}",234,233,234,233
google,google_docs_pdfs_png,Earth.png,google_docs_pdfs_png/Earth.png,random_crop,Earth__random_crop.png,augmented_images/google/random_crop/Earth__random_crop.png,"{""top_crop_pct"": 0.0219, ""bottom_crop_pct"": 0.011, ""left_crop_pct"": 0.0122, ""right_crop_pct"": 0.0267, ""cropped_size"": [226, 224]}",234,233,234,233
google,google_docs_pdfs_png,Earth.png,google_docs_pdfs_png/Earth.png,bit_depth_reduction,Earth__bit_depth_reduction.png,augmented_images/google/bit_depth_reduction/Earth__bit_depth_reduction.png,"{""bit_depth_original"": 8, ""bit_depth_reduced"": 4, ""levels"": 16}",234,233,234,233
google,google_docs_pdfs_png,Ecology.png,google_docs_pdfs_png/Ecology.png,gaussian_noise,Ecology__gaussian_noise.png,augmented_images/google/gaussian_noise/Ecology__gaussian_noise.png,"{""sigma"": 5.7235}",218,217,218,217
google,google_docs_pdfs_png,Ecology.png,google_docs_pdfs_png/Ecology.png,jpeg_compression,Ecology__jpeg_compression.png,augmented_images/google/jpeg_compression/Ecology__jpeg_compression.png,"{""jpeg_quality"": 27}",218,217,218,217
google,google_docs_pdfs_png,Ecology.png,google_docs_pdfs_png/Ecology.png,dpi_downsampling,Ecology__dpi_downsampling.png,augmented_images/google/dpi_downsampling/Ecology__dpi_downsampling.png,"{""original_dpi"": 300, ""target_dpi"": 72, ""scale_factor"": 0.24, ""intermediate_size"": [52, 52]}",218,217,218,217
google,google_docs_pdfs_png,Ecology.png,google_docs_pdfs_png/Ecology.png,random_crop,Ecology__random_crop.png,augmented_images/google/random_crop/Ecology__random_crop.png,"{""top_crop_pct"": 0.0189, ""bottom_crop_pct"": 0.0125, ""left_crop_pct"": 0.0151, ""right_crop_pct"": 0.024, ""cropped_size"": [211, 209]}",218,217,218,217
google,google_docs_pdfs_png,Ecology.png,google_docs_pdfs_png/Ecology.png,bit_depth_reduction,Ecology__bit_depth_reduction.png,augmented_images/google/bit_depth_reduction/Ecology__bit_depth_reduction.png,"{""bit_depth_original"": 8, ""bit_depth_reduced"": 4, ""levels"": 16}",218,217,218,217
google,google_docs_pdfs_png,Economics.png,google_docs_pdfs_png/Economics.png,gaussian_noise,Economics__gaussian_noise.png,augmented_images/google/gaussian_noise/Economics__gaussian_noise.png,"{""sigma"": 8.0824}",198,197,198,197
google,google_docs_pdfs_png,Economics.png,google_docs_pdfs_png/Economics.png,jpeg_compression,Economics__jpeg_compression.png,augmented_images/google/jpeg_compression/Economics__jpeg_compression.png,"{""jpeg_quality"": 63}",198,197,198,197
google,google_docs_pdfs_png,Economics.png,google_docs_pdfs_png/Economics.png,dpi_downsampling,Economics__dpi_downsampling.png,augmented_images/google/dpi_downsampling/Economics__dpi_downsampling.png,"{""original_dpi"": 300, ""target_dpi"": 150, ""scale_factor"": 0.5, ""intermediate_size"": [99, 98]}",198,197,198,197
google,google_docs_pdfs_png,Economics.png,google_docs_pdfs_png/Economics.png,random_crop,Economics__random_crop.png,augmented_images/google/random_crop/Economics__random_crop.png,"{""top_crop_pct"": 0.016, ""bottom_crop_pct"": 0.0232, ""left_crop_pct"": 0.0232, ""right_crop_pct"": 0.0154, ""cropped_size"": [190, 189]}",198,197,198,197
google,google_docs_pdfs_png,Economics.png,google_docs_pdfs_png/Economics.png,bit_depth_reduction,Economics__bit_depth_reduction.png,augmented_images/google/bit_depth_reduction/Economics__bit_depth_reduction.png,"{""bit_depth_original"": 8, ""bit_depth_reduced"": 4, ""levels"": 16}",198,197,198,197
google,google_docs_pdfs_png,Education.png,google_docs_pdfs_png/Education.png,gaussian_noise,Education__gaussian_noise.png,augmented_images/google/gaussian_noise/Education__gaussian_noise.png,"{""sigma"": 14.0845}",223,221,223,221
google,google_docs_pdfs_png,Education.png,google_docs_pdfs_png/Education.png,jpeg_compression,Education__jpeg_compression.png,augmented_images/google/jpeg_compression/Education__jpeg_compression.png,"{""jpeg_quality"": 28}",223,221,223,221
google,google_docs_pdfs_png,Education.png,google_docs_pdfs_png/Education.png,dpi_downsampling,Education__dpi_downsampling.png,augmented_images/google/dpi_downsampling/Education__dpi_downsampling.png,"{""original_dpi"": 300, ""target_dpi"": 72, ""scale_factor"": 0.24, ""intermediate_size"": [54, 53]}",223,221,223,221
google,google_docs_pdfs_png,Education.png,google_docs_pdfs_png/Education.png,random_crop,Education__random_crop.png,augmented_images/google/random_crop/Education__random_crop.png,"{""top_crop_pct"": 0.0266, ""bottom_crop_pct"": 0.0121, ""left_crop_pct"": 0.0244, ""right_crop_pct"": 0.0124, ""cropped_size"": [214, 213]}",223,221,223,221
google,google_docs_pdfs_png,Education.png,google_docs_pdfs_png/Education.png,bit_depth_reduction,Education__bit_depth_reduction.png,augmented_images/google/bit_depth_reduction/Education__bit_depth_reduction.png,"{""bit_depth_original"": 8, ""bit_depth_reduced"": 4, ""levels"": 16}",223,221,223,221
google,google_docs_pdfs_png,Egypt.png,google_docs_pdfs_png/Egypt.png,gaussian_noise,Egypt__gaussian_noise.png,augmented_images/google/gaussian_noise/Egypt__gaussian_noise.png,"{""sigma"": 6.7102}",237,236,237,236
google,google_docs_pdfs_png,Egypt.png,google_docs_pdfs_png/Egypt.png,jpeg_compression,Egypt__jpeg_compression.png,augmented_images/google/jpeg_compression/Egypt__jpeg_compression.png,"{""jpeg_quality"": 26}",237,236,237,236
google,google_docs_pdfs_png,Egypt.png,google_docs_pdfs_png/Egypt.png,dpi_downsampling,Egypt__dpi_downsampling.png,augmented_images/google/dpi_downsampling/Egypt__dpi_downsampling.png,"{""original_dpi"": 300, ""target_dpi"": 72, ""scale_factor"": 0.24, ""intermediate_size"": [57, 57]}",237,236,237,236
google,google_docs_pdfs_png,Egypt.png,google_docs_pdfs_png/Egypt.png,random_crop,Egypt__random_crop.png,augmented_images/google/random_crop/Egypt__random_crop.png,"{""top_crop_pct"": 0.014, ""bottom_crop_pct"": 0.014, ""left_crop_pct"": 0.0153, ""right_crop_pct"": 0.0205, ""cropped_size"": [231, 227]}",237,236,237,236
google,google_docs_pdfs_png,Egypt.png,google_docs_pdfs_png/Egypt.png,bit_depth_reduction,Egypt__bit_depth_reduction.png,augmented_images/google/bit_depth_reduction/Egypt__bit_depth_reduction.png,"{""bit_depth_original"": 8, ""bit_depth_reduced"": 4, ""levels"": 16}",237,236,237,236
google,google_docs_pdfs_png,Egyptian_mythology.png,google_docs_pdfs_png/Egyptian_mythology.png,gaussian_noise,Egyptian_mythology__gaussian_noise.png,augmented_images/google/gaussian_noise/Egyptian_mythology__gaussian_noise.png,"{""sigma"": 8.0251}",215,213,215,213
google,google_docs_pdfs_png,Egyptian_mythology.png,google_docs_pdfs_png/Egyptian_mythology.png,jpeg_compression,Egyptian_mythology__jpeg_compression.png,augmented_images/google/jpeg_compression/Egyptian_mythology__jpeg_compression.png,"{""jpeg_quality"": 65}",215,213,215,213
google,google_docs_pdfs_png,Egyptian_mythology.png,google_docs_pdfs_png/Egyptian_mythology.png,dpi_downsampling,Egyptian_mythology__dpi_downsampling.png,augmented_images/google/dpi_downsampling/Egyptian_mythology__dpi_downsampling.png,"{""original_dpi"": 300, ""target_dpi"": 72, ""scale_factor"": 0.24, ""intermediate_size"": [52, 51]}",215,213,215,213
google,google_docs_pdfs_png,Egyptian_mythology.png,google_docs_pdfs_png/Egyptian_mythology.png,random_crop,Egyptian_mythology__random_crop.png,augmented_images/google/random_crop/Egyptian_mythology__random_crop.png,"{""top_crop_pct"": 0.0159, ""bottom_crop_pct"": 0.0108, ""left_crop_pct"": 0.0199, ""right_crop_pct"": 0.0142, ""cropped_size"": [210, 206]}",215,213,215,213
google,google_docs_pdfs_png,Egyptian_mythology.png,google_docs_pdfs_png/Egyptian_mythology.png,bit_depth_reduction,Egyptian_mythology__bit_depth_reduction.png,augmented_images/google/bit_depth_reduction/Egyptian_mythology__bit_depth_reduction.png,"{""bit_depth_original"": 8, ""bit_depth_reduced"": 4, ""levels"": 16}",215,213,215,213
google,google_docs_pdfs_png,Electromagnetism.png,google_docs_pdfs_png/Electromagnetism.png,gaussian_noise,Electromagnetism__gaussian_noise.png,augmented_images/google/gaussian_noise/Electromagnetism__gaussian_noise.png,"{""sigma"": 18.9969}",234,232,234,232
google,google_docs_pdfs_png,Electromagnetism.png,google_docs_pdfs_png/Electromagnetism.png,jpeg_compression,Electromagnetism__jpeg_compression.png,augmented_images/google/jpeg_compression/Electromagnetism__jpeg_compression.png,"{""jpeg_quality"": 41}",234,232,234,232
google,google_docs_pdfs_png,Electromagnetism.png,google_docs_pdfs_png/Electromagnetism.png,dpi_downsampling,Electromagnetism__dpi_downsampling.png,augmented_images/google/dpi_downsampling/Electromagnetism__dpi_downsampling.png,"{""original_dpi"": 300, ""target_dpi"": 150, ""scale_factor"": 0.5, ""intermediate_size"": [117, 116]}",234,232,234,232
google,google_docs_pdfs_png,Electromagnetism.png,google_docs_pdfs_png/Electromagnetism.png,random_crop,Electromagnetism__random_crop.png,augmented_images/google/random_crop/Electromagnetism__random_crop.png,"{""top_crop_pct"": 0.0101, ""bottom_crop_pct"": 0.0234, ""left_crop_pct"": 0.0281, ""right_crop_pct"": 0.0267, ""cropped_size"": [227, 219]}",234,232,234,232
google,google_docs_pdfs_png,Electromagnetism.png,google_docs_pdfs_png/Electromagnetism.png,bit_depth_reduction,Electromagnetism__bit_depth_reduction.png,augmented_images/google/bit_depth_reduction/Electromagnetism__bit_depth_reduction.png,"{""bit_depth_original"": 8, ""bit_depth_reduced"": 4, ""levels"": 16}",234,232,234,232
google,google_docs_pdfs_png,Epic.png,google_docs_pdfs_png/Epic.png,gaussian_noise,Epic__gaussian_noise.png,augmented_images/google/gaussian_noise/Epic__gaussian_noise.png,"{""sigma"": 15.0353}",182,180,182,180
google,google_docs_pdfs_png,Epic.png,google_docs_pdfs_png/Epic.png,jpeg_compression,Epic__jpeg_compression.png,augmented_images/google/jpeg_compression/Epic__jpeg_compression.png,"{""jpeg_quality"": 29}",182,180,182,180
google,google_docs_pdfs_png,Epic.png,google_docs_pdfs_png/Epic.png,dpi_downsampling,Epic__dpi_downsampling.png,augmented_images/google/dpi_downsampling/Epic__dpi_downsampling.png,"{""original_dpi"": 300, ""target_dpi"": 150, ""scale_factor"": 0.5, ""intermediate_size"": [91, 90]}",182,180,182,180
google,google_docs_pdfs_png,Epic.png,google_docs_pdfs_png/Epic.png,random_crop,Epic__random_crop.png,augmented_images/google/random_crop/Epic__random_crop.png,"{""top_crop_pct"": 0.0256, ""bottom_crop_pct"": 0.0115, ""left_crop_pct"": 0.0245, ""right_crop_pct"": 0.0281, ""cropped_size"": [175, 171]}",182,180,182,180
google,google_docs_pdfs_png,Epic.png,google_docs_pdfs_png/Epic.png,bit_depth_reduction,Epic__bit_depth_reduction.png,augmented_images/google/bit_depth_reduction/Epic__bit_depth_reduction.png,"{""bit_depth_original"": 8, ""bit_depth_reduced"": 4, ""levels"": 16}",182,180,182,180
google,google_docs_pdfs_png,Epistemology.png,google_docs_pdfs_png/Epistemology.png,gaussian_noise,Epistemology__gaussian_noise.png,augmented_images/google/gaussian_noise/Epistemology__gaussian_noise.png,"{""sigma"": 14.6651}",213,211,213,211
google,google_docs_pdfs_png,Epistemology.png,google_docs_pdfs_png/Epistemology.png,jpeg_compression,Epistemology__jpeg_compression.png,augmented_images/google/jpeg_compression/Epistemology__jpeg_compression.png,"{""jpeg_quality"": 49}",213,211,213,211
google,google_docs_pdfs_png,Epistemology.png,google_docs_pdfs_png/Epistemology.png,dpi_downsampling,Epistemology__dpi_downsampling.png,augmented_images/google/dpi_downsampling/Epistemology__dpi_downsampling.png,"{""original_dpi"": 300, ""target_dpi"": 72, ""scale_factor"": 0.24, ""intermediate_size"": [51, 51]}",213,211,213,211
google,google_docs_pdfs_png,Epistemology.png,google_docs_pdfs_png/Epistemology.png,random_crop,Epistemology__random_crop.png,augmented_images/google/random_crop/Epistemology__random_crop.png,"{""top_crop_pct"": 0.0153, ""bottom_crop_pct"": 0.011, ""left_crop_pct"": 0.0263, ""right_crop_pct"": 0.0275, ""cropped_size"": [208, 199]}",213,211,213,211
google,google_docs_pdfs_png,Epistemology.png,google_docs_pdfs_png/Epistemology.png,bit_depth_reduction,Epistemology__bit_depth_reduction.png,augmented_images/google/bit_depth_reduction/Epistemology__bit_depth_reduction.png,"{""bit_depth_original"": 8, ""bit_depth_reduced"": 4, ""levels"": 16}",213,211,213,211
google,google_docs_pdfs_png,Ernest_Hemingway.png,google_docs_pdfs_png/Ernest_Hemingway.png,gaussian_noise,Ernest_Hemingway__gaussian_noise.png,augmented_images/google/gaussian_noise/Ernest_Hemingway__gaussian_noise.png,"{""sigma"": 17.7837}",221,219,221,219
google,google_docs_pdfs_png,Ernest_Hemingway.png,google_docs_pdfs_png/Ernest_Hemingway.png,jpeg_compression,Ernest_Hemingway__jpeg_compression.png,augmented_images/google/jpeg_compression/Ernest_Hemingway__jpeg_compression.png,"{""jpeg_quality"": 43}",221,219,221,219
google,google_docs_pdfs_png,Ernest_Hemingway.png,google_docs_pdfs_png/Ernest_Hemingway.png,dpi_downsampling,Ernest_Hemingway__dpi_downsampling.png,augmented_images/google/dpi_downsampling/Ernest_Hemingway__dpi_downsampling.png,"{""original_dpi"": 300, ""target_dpi"": 72, ""scale_factor"": 0.24, ""intermediate_size"": [53, 53]}",221,219,221,219
google,google_docs_pdfs_png,Ernest_Hemingway.png,google_docs_pdfs_png/Ernest_Hemingway.png,random_crop,Ernest_Hemingway__random_crop.png,augmented_images/google/random_crop/Ernest_Hemingway__random_crop.png,"{""top_crop_pct"": 0.0185, ""bottom_crop_pct"": 0.0123, ""left_crop_pct"": 0.027, ""right_crop_pct"": 0.0278, ""cropped_size"": [214, 207]}",221,219,221,219
